simulation_id,revenue_2035_eur_m
337,10513.7
338,10514.2
339,10514.4
340,10514.8
341,10517.6
342,10521.9
343,10524.4
344,10525.1
345,10525.9
346,10526.5
347,10527.4
348,10528.2
349,10531.2
350,10531.4
351,10534.1
352,10535.3
353,10535.8
354,10536.4
355,10536.6
356,10538.4
357,10538.7
358,10539.6
359,10541.9
360,10544.8
361,10545.0
362,10545.3
363,10545.4
364,10546.0
365,10546.3
366,10546.3
367,10547.5
368,10548.1
369,10548.7
370,10550.3
371,10552.7
372,10555.2
373,10557.4
374,10557.6
375,10559.3
376,10560.5
377,10565.7
378,10566.8
379,10567.9
380,10569.2
381,10572.0
382,10573.1
383,10573.2
384,10574.3
385,10574.5
386,10577.3
387,10577.4
388,10582.0
389,10585.0
390,10585.2
391,10586.6
392,10587.0
393,10587.1
394,10589.4
395,10590.9
396,10594.4
397,10594.8
398,10595.6
399,10595.8
400,10596.4
401,10596.4
402,10597.6
403,10597.8
404,10598.0
405,10598.4
406,10598.8
407,10599.3
408,10599.8
409,10603.4
410,10606.0
411,10607.0
412,10607.6
413,10608.4
414,10608.9
415,10610.0
416,10610.5
417,10611.4
418,10611.8
419,10612.1
420,10612.9
421,10614.6
422,10615.2
423,10616.0
424,10617.3
425,10617.9
426,10619.2
427,10619.4
428,10621.5
429,10622.4
430,10625.2
431,10626.1
432,10628.1
433,10629.0
434,10629.4
435,10629.6
436,10630.6
437,10633.0
438,10633.3
439,10634.2
440,10634.9
441,10635.7
442,10639.2
443,10641.5
444,10641.6
445,10642.0
446,10642.3
447,10644.3
448,10644.6
449,10644.8
450,10645.4
451,10645.4
452,10646.7
453,10647.0
454,10647.1
455,10648.3
456,10648.7
457,10649.6
458,10651.5
459,10653.8
460,10655.7
461,10656.2
462,10657.4
463,10657.6
464,10658.4
465,10658.6
466,10659.5
467,10660.9
468,10661.1
469,10661.7
470,10662.6
471,10662.6
472,10662.7
473,10663.5
474,10664.4
475,10664.5
476,10665.7
477,10666.4
478,10666.5
479,10667.5
480,10669.0
481,10669.4
482,10670.9
483,10671.3
484,10673.0
485,10673.5
486,10674.4
487,10677.4
488,10677.5
489,10678.7
490,10678.9
491,10679.0
492,10679.0
493,10679.9
494,10682.1
495,10682.2
496,10682.6
497,10684.0
498,10685.8
499,10686.9
500,10687.8
501,10689.7
502,10690.0
503,10691.8
504,10692.0
505,10693.7
506,10694.2
507,10694.5
508,10695.9
509,10696.7
510,10696.9
511,10699.2
512,10701.7
513,10703.6
514,10703.7
515,10704.5
516,10705.6
517,10706.6
518,10708.3
519,10709.3
520,10711.1
521,10711.2
522,10711.3
523,10712.8
524,10713.0
525,10713.5
526,10714.2
527,10715.4
528,10715.6
529,10719.7
530,10720.5
531,10720.5
532,10720.9
533,10720.9
534,10721.1
535,10721.2
536,10721.6
537,10722.4
538,10723.1
539,10723.8
540,10725.6
541,10726.5
542,10726.5
543,10726.9
544,10730.0
545,10730.0
546,10731.2
547,10731.6
548,10732.2
549,10732.7
550,10733.7
551,10734.0
552,10734.6
553,10735.1
554,10737.2
555,10737.2
556,10737.8
557,10738.1
558,10738.2
559,10738.6
560,10741.4
561,10741.9
562,10742.1
563,10742.9
564,10743.0
565,10743.3
566,10743.3
567,10744.0
568,10744.5
569,10746.0
570,10750.6
571,10750.9
572,10753.4
573,10754.4
574,10754.8
575,10755.0
576,10762.3
577,10763.3
578,10764.0
579,10764.3
580,10764.9
581,10768.1
582,10768.4
583,10771.7
584,10771.7
585,10772.5
586,10773.1
587,10773.3
588,10774.5
589,10775.1
590,10775.7
591,10776.0
592,10776.9
593,10778.5
594,10779.6
595,10780.0
596,10781.6
597,10782.3
598,10783.7
599,10783.8
600,10785.1
601,10785.2
602,10788.6
603,10788.6
604,10790.1
605,10791.0
606,10791.2
607,10791.9
608,10793.8
609,10794.4
610,10794.9
611,10794.9
612,10796.6
613,10798.0
614,10798.1
615,10799.0
616,10799.3
617,10801.1
618,10801.2
619,10801.3
620,10802.4
621,10802.5
622,10803.1
623,10803.3
624,10805.1
625,10805.8
626,10806.0
627,10807.4
628,10808.5
629,10809.8
630,10810.8
631,10810.8
632,10811.6
633,10811.9
634,10812.0
635,10813.1
636,10814.1
637,10814.1
638,10815.2
639,10816.1
640,10816.6
641,10817.2
642,10817.4
643,10818.3
644,10819.5
645,10820.8
646,10820.9
647,10821.2
648,10821.4
649,10821.4
650,10822.0
651,10823.1
652,10823.3
653,10825.8
654,10826.0
655,10827.4
656,10829.4
657,10834.5
658,10834.7
659,10836.1
660,10836.9
661,10837.0
662,10837.1
663,10837.1
664,10839.0
665,10839.2
666,10839.5
667,10840.5
668,10841.4
669,10841.8
670,10843.2
671,10843.6
672,10843.8
673,10845.4
674,10846.3
675,10847.5
676,10847.9
677,10848.7
678,10849.5
679,10849.8
680,10850.4
681,10851.5
682,10851.6
683,10852.9
684,10852.9
685,10853.6
686,10853.8
687,10854.3
688,10854.8
689,10854.8
690,10855.5
691,10855.6
692,10858.1
693,10858.4
694,10858.6
695,10858.9
696,10860.7
697,10860.9
698,10861.1
699,10861.8
700,10861.8
701,10862.7
702,10863.5
703,10866.3
704,10866.6
705,10867.1
706,10867.9
707,10869.0
708,10869.3
709,10869.5
710,10869.9
711,10870.6
712,10870.9
713,10871.9
714,10872.0
715,10872.5
716,10872.7
717,10872.8
718,10873.1
719,10873.3
720,10874.2
721,10874.3
722,10875.2
723,10877.2
724,10877.3
725,10877.4
726,10877.9
727,10878.3
728,10879.8
729,10882.3
730,10883.0
731,10884.1
732,10884.8
733,10885.1
734,10885.9
735,10886.1
736,10886.7
737,10887.3
738,10887.9
739,10888.4
740,10888.4
741,10889.0
742,10889.1
743,10889.2
744,10889.2
745,10889.9
746,10890.3
747,10890.5
748,10891.4
749,10893.8
750,10894.1
751,10894.8
752,10896.6
753,10896.6
754,10897.4
755,10897.6
756,10898.2
757,10898.5
758,10899.3
759,10899.5
760,10899.8
761,10901.1
762,10901.4
763,10901.8
764,10902.9
765,10902.9
766,10903.6
767,10904.1
768,10904.8
769,10904.8
770,10904.8
771,10905.9
772,10907.1
773,10907.1
774,10907.7
775,10907.7
776,10908.8
777,10909.1
778,10909.3
779,10910.2
780,10910.7
781,10912.2
782,10913.0
783,10913.1
784,10914.7
785,10915.3
786,10915.8
787,10916.0
788,10917.0
789,10920.0
790,10920.2
791,10921.8
792,10923.7
793,10925.2
794,10926.3
795,10927.6
796,10927.8
797,10929.9
798,10930.1
799,10930.2
800,10931.1
801,10931.5
802,10931.5
803,10931.9
804,10932.7
805,10933.5
806,10934.9
807,10935.7
808,10937.8
809,10937.9
810,10938.0
811,10938.0
812,10938.5
813,10938.6
814,10939.6
815,10940.4
816,10941.7
817,10942.6
818,10942.6
819,10942.7
820,10943.7
821,10944.0
822,10944.3
823,10944.9
824,10945.8
825,10946.5
826,10948.2
827,10949.8
828,10950.5
829,10952.8
830,10953.5
831,10953.5
832,10953.8
833,10954.6
834,10954.9
835,10954.9
836,10955.8
837,10956.2
838,10956.5
839,10956.9
840,10957.7
841,10959.3
842,10961.7
843,10962.2
844,10963.4
845,10963.7
846,10964.7
847,10965.6
848,10967.4
849,10967.8
850,10969.5
851,10970.8
852,10972.0
853,10972.3
854,10973.0
855,10973.5
856,10973.9
857,10974.3
858,10974.4
859,10974.5
860,10974.9
861,10976.4
862,10976.6
863,10976.7
864,10977.9
865,10979.1
866,10979.3
867,10979.6
868,10979.7
869,10979.7
870,10981.1
871,10981.3
872,10981.4
873,10981.6
874,10983.0
875,10985.2
876,10985.7
877,10987.5
878,10987.7
879,10988.0
880,10988.2
881,10989.0
882,10989.8
883,10990.1
884,10990.1
885,10990.1
886,10990.2
887,10990.4
888,10991.8
889,10992.0
890,10992.1
891,10992.3
892,10992.9
893,10995.4
894,10996.5
895,10997.4
896,10997.8
897,10999.1
898,10999.2
899,10999.7
900,11001.1
901,11002.5
902,11003.1
903,11003.3
904,11003.4
905,11003.8
906,11003.8
907,11004.6
908,11005.9
909,11006.0
910,11006.0
911,11006.5
912,11008.4
913,11008.9
914,11010.5
915,11011.2
916,11011.7
917,11011.9
918,11013.4
919,11013.8
920,11014.0
921,11014.3
922,11014.3
923,11014.7
924,11019.1
925,11019.7
926,11020.5
927,11020.8
928,11021.0
929,11021.8
930,11022.0
931,11022.4
932,11022.8
933,11022.9
934,11022.9
935,11023.1
936,11025.4
937,11025.7
938,11026.5
939,11026.7
940,11026.8
941,11026.8
942,11027.1
943,11028.4
944,11030.2
945,11030.8
946,11032.2
947,11032.3
948,11034.5
949,11034.5
950,11035.4
951,11035.9
952,11036.8
953,11036.9
954,11038.1
955,11038.4
956,11038.6
957,11042.1
958,11042.3
959,11042.3
960,11042.6
961,11043.2
962,11044.6
963,11044.9
964,11045.2
965,11045.2
966,11045.5
967,11047.0
968,11047.1
969,11047.1
970,11047.1
971,11047.8
972,11048.2
973,11048.6
974,11049.5
975,11049.7
976,11049.8
977,11050.4
978,11051.1
979,11052.8
980,11053.5
981,11054.2
982,11054.8
983,11054.8
984,11054.9
985,11055.5
986,11056.7
987,11057.1
988,11058.9
989,11059.3
990,11060.6
991,11062.2
992,11064.0
993,11064.2
994,11064.9
995,11065.4
996,11065.5
997,11066.3
998,11067.2
999,11068.0
1000,11070.3
1001,11071.0
1002,11071.0
1003,11071.9
1004,11072.9
1005,11073.2
1006,11073.4
1007,11073.4
1008,11073.5
1009,11073.6
1010,11073.6
1011,11073.8
1012,11074.1
1013,11075.2
1014,11075.3
1015,11076.1
1016,11076.1
1017,11076.5
1018,11076.7
1019,11078.1
1020,11079.1
1021,11079.7
1022,11080.0
1023,11081.1
1024,11081.4
1025,11081.8
1026,11082.0
1027,11082.6
1028,11082.9
1029,11083.9
1030,11084.2
1031,11084.5
1032,11085.3
1033,11085.6
1034,11085.8
1035,11086.3
1036,11086.5
1037,11086.9
1038,11087.4
1039,11087.7
1040,11087.8
1041,11088.3
1042,11089.5
1043,11089.6
1044,11089.6
1045,11089.7
1046,11090.5
1047,11091.1
1048,11091.4
1049,11091.7
1050,11092.4
1051,11093.5
1052,11094.1
1053,11098.2
1054,11099.0
1055,11099.5
1056,11100.6
1057,11101.3
1058,11101.3
1059,11101.4
1060,11102.0
1061,11102.7
1062,11102.8
1063,11102.8
1064,11104.4
1065,11104.8
1066,11105.0
1067,11105.1
1068,11106.4
1069,11107.5
1070,11108.5
1071,11108.5
1072,11109.4
1073,11110.1
1074,11110.2
1075,11110.8
1076,11112.7
1077,11112.7
1078,11113.1
1079,11113.5
1080,11113.9
1081,11114.2
1082,11114.5
1083,11116.0
1084,11116.7
1085,11116.8
1086,11117.5
1087,11118.1
1088,11118.3
1089,11119.0
1090,11119.5
1091,11120.7
1092,11120.9
1093,11120.9
1094,11121.5
1095,11122.1
1096,11122.2
1097,11122.6
1098,11123.5
1099,11123.9
1100,11124.3
1101,11124.9
1102,11126.4
1103,11127.4
1104,11127.5
1105,11128.0
1106,11128.1
1107,11128.3
1108,11129.8
1109,11129.8
1110,11130.7
1111,11130.9
1112,11131.7
1113,11132.6
1114,11133.5
1115,11134.1
1116,11135.1
1117,11135.3
1118,11135.5
1119,11135.7
1120,11135.7
1121,11137.0
1122,11137.2
1123,11137.4
1124,11137.7
1125,11138.2
1126,11138.5
1127,11138.9
1128,11139.7
1129,11139.7
1130,11140.1
1131,11140.2
1132,11140.4
1133,11140.4
1134,11142.1
1135,11142.1
1136,11142.8
1137,11142.9
1138,11144.5
1139,11145.9
1140,11146.7
1141,11147.7
1142,11148.5
1143,11148.7
1144,11150.2
1145,11151.0
1146,11151.1
1147,11151.1
1148,11151.4
1149,11151.8
1150,11152.0
1151,11152.2
1152,11152.3
1153,11152.8
1154,11154.9
1155,11155.0
1156,11155.0
1157,11155.2
1158,11155.5
1159,11156.4
1160,11156.5
1161,11156.9
1162,11157.0
1163,11157.7
1164,11158.5
1165,11160.3
1166,11160.3
1167,11160.5
1168,11160.8
1169,11160.9
1170,11161.4
1171,11161.6
1172,11162.2
1173,11163.3
1174,11163.4
1175,11164.1
1176,11164.3
1177,11164.4
1178,11164.9
1179,11165.1
1180,11165.8
1181,11166.1
1182,11169.6
1183,11171.0
1184,11171.0
1185,11171.5
1186,11171.5
1187,11171.9
1188,11172.9
1189,11173.3
1190,11173.6
1191,11174.6
1192,11175.5
1193,11175.8
1194,11177.1
1195,11177.2
1196,11177.5
1197,11178.5
1198,11178.9
1199,11179.5
1200,11180.0
1201,11180.3
1202,11180.7
1203,11182.4
1204,11182.6
1205,11182.9
1206,11183.9
1207,11183.9
1208,11184.8
1209,11185.1
1210,11185.5
1211,11186.2
1212,11188.0
1213,11188.7
1214,11188.8
1215,11188.9
1216,11189.5
1217,11189.6
1218,11189.8
1219,11189.9
1220,11190.1
1221,11190.5
1222,11190.6
1223,11191.7
1224,11191.9
1225,11192.6
1226,11192.7
1227,11193.9
1228,11194.1
1229,11194.2
1230,11194.2
1231,11195.1
1232,11196.5
1233,11197.6
1234,11197.7
1235,11198.2
1236,11198.4
1237,11199.2
1238,11199.6
1239,11200.7
1240,11200.9
1241,11201.5
1242,11201.6
1243,11201.7
1244,11202.6
1245,11202.8
1246,11203.0
1247,11203.2
1248,11203.4
1249,11203.7
1250,11204.2
1251,11204.4
1252,11204.9
1253,11205.0
1254,11205.4
1255,11205.5
1256,11205.6
1257,11205.8
1258,11206.3
1259,11206.5
1260,11206.7
1261,11206.9
1262,11207.3
1263,11207.6
1264,11208.9
1265,11208.9
1266,11209.2
1267,11209.5
1268,11209.8
1269,11210.1
1270,11210.3
1271,11211.0
1272,11211.3
1273,11212.7
1274,11213.0
1275,11213.4
1276,11214.4
1277,11215.1
1278,11215.1
1279,11215.4
1280,11215.7
1281,11215.8
1282,11215.8
1283,11215.9
1284,11216.1
1285,11216.1
1286,11216.4
1287,11216.5
1288,11217.3
1289,11217.4
1290,11217.5
1291,11217.5
1292,11219.8
1293,11219.8
1294,11220.2
1295,11220.3
1296,11220.7
1297,11221.2
1298,11221.3
1299,11221.3
1300,11222.0
1301,11222.1
1302,11224.8
1303,11226.2
1304,11226.5
1305,11227.0
1306,11227.5
1307,11227.6
1308,11228.5
1309,11228.6
1310,11228.7
1311,11228.8
1312,11229.1
1313,11229.2
1314,11230.2
1315,11231.1
1316,11231.2
1317,11231.4
1318,11231.5
1319,11231.5
1320,11231.6
1321,11231.9
1322,11232.4
1323,11232.8
1324,11233.1
1325,11233.6
1326,11234.4
1327,11234.8
1328,11234.8
1329,11235.0
1330,11235.2
1331,11235.4
1332,11236.6
1333,11236.9
1334,11237.0
1335,11237.2
1336,11237.3
1337,11237.6
1338,11237.6
1339,11237.7
1340,11238.4
1341,11239.2
1342,11239.6
1343,11240.2
1344,11240.5
1345,11240.7
1346,11241.4
1347,11242.1
1348,11242.2
1349,11242.6
1350,11242.7
1351,11244.1
1352,11244.5
1353,11244.8
1354,11245.9
1355,11246.1
1356,11247.2
1357,11247.6
1358,11248.4
1359,11249.2
1360,11249.8
1361,11250.6
1362,11250.7
1363,11251.0
1364,11251.2
1365,11251.6
1366,11253.1
1367,11253.1
1368,11253.3
1369,11253.8
1370,11254.1
1371,11254.4
1372,11254.5
1373,11254.6
1374,11256.1
1375,11256.2
1376,11256.6
1377,11260.5
1378,11260.8
1379,11260.8
1380,11260.8
1381,11260.9
1382,11260.9
1383,11260.9
1384,11261.1
1385,11262.1
1386,11262.3
1387,11262.5
1388,11262.9
1389,11263.2
1390,11265.5
1391,11265.5
1392,11265.7
1393,11266.2
1394,11266.3
1395,11267.3
1396,11267.8
1397,11267.9
1398,11268.3
1399,11268.5
1400,11269.4
1401,11269.4
1402,11269.5
1403,11269.6
1404,11269.7
1405,11270.4
1406,11270.5
1407,11270.6
1408,11271.4
1409,11272.2
1410,11273.3
1411,11273.6
1412,11273.8
1413,11274.3
1414,11274.3
1415,11275.7
1416,11276.0
1417,11276.9
1418,11278.2
1419,11278.9
1420,11279.0
1421,11279.3
1422,11279.5
1423,11281.1
1424,11281.4
1425,11281.8
1426,11283.1
1427,11283.8
1428,11284.0
1429,11284.7
1430,11285.7
1431,11285.8
1432,11286.0
1433,11286.0
1434,11287.6
1435,11288.5
1436,11289.0
1437,11289.3
1438,11289.4
1439,11289.5
1440,11289.5
1441,11289.8
1442,11290.7
1443,11292.1
1444,11292.2
1445,11292.5
1446,11292.5
1447,11292.6
1448,11293.7
1449,11293.9
1450,11294.2
1451,11294.4
1452,11294.4
1453,11294.6
1454,11294.6
1455,11295.2
1456,11295.3
1457,11296.6
1458,11296.9
1459,11297.1
1460,11297.5
1461,11298.6
1462,11298.6
1463,11299.2
1464,11299.3
1465,11300.3
1466,11300.8
1467,11301.6
1468,11302.0
1469,11302.2
1470,11302.7
1471,11302.9
1472,11303.0
1473,11304.2
1474,11304.2
1475,11304.5
1476,11305.2
1477,11305.4
1478,11306.1
1479,11307.2
1480,11308.1
1481,11308.7
1482,11308.9
1483,11309.7
1484,11310.1
1485,11310.5
1486,11310.6
1487,11310.8
1488,11311.2
1489,11311.2
1490,11311.2
1491,11312.0
1492,11312.2
1493,11314.2
1494,11315.8
1495,11316.2
1496,11316.3
1497,11316.5
1498,11317.3
1499,11317.7
1500,11318.1
1501,11318.2
1502,11318.9
1503,11319.8
1504,11320.6
1505,11321.3
1506,11321.5
1507,11321.5
1508,11321.5
1509,11321.7
1510,11321.8
1511,11322.2
1512,11323.2
1513,11323.6
1514,11324.0
1515,11325.0
1516,11325.7
1517,11326.4
1518,11326.7
1519,11327.9
1520,11328.2
1521,11328.6
1522,11328.8
1523,11329.1
1524,11329.9
1525,11330.4
1526,11330.5
1527,11330.6
1528,11330.7
1529,11331.1
1530,11331.9
1531,11332.0
1532,11332.2
1533,11332.3
1534,11332.5
1535,11332.5
1536,11332.7
1537,11333.0
1538,11333.2
1539,11333.5
1540,11334.1
1541,11334.6
1542,11335.1
1543,11335.3
1544,11335.4
1545,11335.6
1546,11335.6
1547,11335.6
1548,11335.8
1549,11337.2
1550,11338.3
1551,11338.4
1552,11339.5
1553,11339.8
1554,11341.6
1555,11342.2
1556,11342.4
1557,11342.8
1558,11342.8
1559,11343.4
1560,11343.7
1561,11343.9
1562,11344.7
1563,11345.0
1564,11345.3
1565,11346.0
1566,11346.0
1567,11346.3
1568,11346.6
1569,11346.7
1570,11346.7
1571,11348.1
1572,11348.1
1573,11349.1
1574,11349.3
1575,11351.3
1576,11351.9
1577,11352.0
1578,11352.7
1579,11353.6
1580,11354.9
1581,11355.0
1582,11355.9
1583,11356.1
1584,11356.6
1585,11356.7
1586,11357.2
1587,11357.3
1588,11358.0
1589,11358.5
1590,11358.6
1591,11358.9
1592,11358.9
1593,11359.2
1594,11359.5
1595,11359.7
1596,11359.7
1597,11361.4
1598,11361.4
1599,11361.9
1600,11361.9
1601,11363.7
1602,11363.7
1603,11363.8
1604,11364.2
1605,11364.3
1606,11366.1
1607,11366.8
1608,11367.8
1609,11368.4
1610,11368.5
1611,11369.3
1612,11369.6
1613,11369.7
1614,11370.2
1615,11370.7
1616,11370.9
1617,11371.9
1618,11372.1
1619,11372.2
1620,11372.5
1621,11372.5
1622,11373.1
1623,11374.3
1624,11374.9
1625,11375.0
1626,11375.1
1627,11375.6
1628,11375.7
1629,11376.3
1630,11376.4
1631,11376.6
1632,11377.6
1633,11378.0
1634,11378.1
1635,11378.4
1636,11378.5
1637,11379.2
1638,11379.3
1639,11379.4
1640,11379.5
1641,11379.6
1642,11380.0
1643,11380.7
1644,11381.6
1645,11381.8
1646,11382.1
1647,11383.0
1648,11383.5
1649,11384.2
1650,11384.6
1651,11384.9
1652,11385.4
1653,11385.8
1654,11386.3
1655,11387.4
1656,11387.9
1657,11388.9
1658,11389.1
1659,11390.5
1660,11390.9
1661,11391.9
1662,11391.9
1663,11392.0
1664,11393.2
1665,11393.8
1666,11394.2
1667,11394.7
1668,11395.1
1669,11395.4
1670,11395.5
1671,11395.6
1672,11396.4
1673,11396.5
1674,11396.5
1675,11397.0
1676,11397.8
1677,11398.0
1678,11398.3
1679,11399.3
1680,11399.8
1681,11400.2
1682,11400.3
1683,11400.5
1684,11400.6
1685,11400.9
1686,11401.1
1687,11401.2
1688,11402.0
1689,11402.4
1690,11402.7
1691,11403.9
1692,11404.1
1693,11404.9
1694,11405.3
1695,11406.0
1696,11406.4
1697,11406.7
1698,11406.8
1699,11407.2
1700,11407.8
1701,11408.2
1702,11409.1
1703,11409.2
1704,11409.3
1705,11410.2
1706,11410.5
1707,11410.5
1708,11410.9
1709,11411.0
1710,11411.7
1711,11411.9
1712,11412.3
1713,11412.3
1714,11412.5
1715,11412.5
1716,11412.9
1717,11413.0
1718,11413.5
1719,11413.8
1720,11414.7
1721,11414.8
1722,11414.9
1723,11414.9
1724,11414.9
1725,11416.9
1726,11417.1
1727,11417.2
1728,11417.3
1729,11418.6
1730,11419.2
1731,11419.2
1732,11421.4
1733,11423.2
1734,11423.5
1735,11424.0
1736,11424.5
1737,11424.6
1738,11425.0
1739,11425.3
1740,11425.5
1741,11426.1
1742,11426.7
1743,11426.9
1744,11427.1
1745,11427.1
1746,11427.5
1747,11428.1
1748,11428.9
1749,11429.1
1750,11429.5
1751,11429.9
1752,11430.2
1753,11430.9
1754,11431.4
1755,11431.5
1756,11431.8
1757,11433.1
1758,11433.1
1759,11433.5
1760,11433.8
1761,11434.6
1762,11434.6
1763,11434.7
1764,11434.8
1765,11436.5
1766,11436.7
1767,11436.9
1768,11437.1
1769,11437.6
1770,11437.9
1771,11439.3
1772,11440.2
1773,11441.0
1774,11441.0
1775,11441.8
1776,11442.2
1777,11442.4
1778,11442.7
1779,11443.0
1780,11443.0
1781,11443.0
1782,11443.2
1783,11443.5
1784,11443.5
1785,11443.6
1786,11444.2
1787,11445.1
1788,11445.5
1789,11445.6
1790,11445.8
1791,11446.0
1792,11446.2
1793,11446.2
1794,11446.5
1795,11447.0
1796,11447.3
1797,11447.4
1798,11447.9
1799,11448.6
1800,11449.4
1801,11450.0
1802,11450.4
1803,11450.6
1804,11450.7
1805,11452.8
1806,11453.0
1807,11453.9
1808,11454.4
1809,11454.5
1810,11454.6
1811,11454.7
1812,11455.7
1813,11456.0
1814,11456.2
1815,11456.4
1816,11456.5
1817,11456.6
1818,11456.6
1819,11456.9
1820,11456.9
1821,11457.1
1822,11457.4
1823,11457.5
1824,11457.6
1825,11457.9
1826,11458.7
1827,11459.1
1828,11459.4
1829,11459.5
1830,11459.8
1831,11460.0
1832,11460.3
1833,11461.4
1834,11461.5
1835,11461.6
1836,11462.7
1837,11462.7
1838,11463.0
1839,11463.2
1840,11463.7
1841,11464.2
1842,11464.5
1843,11465.0
1844,11466.5
1845,11467.2
1846,11467.4
1847,11467.8
1848,11468.4
1849,11468.6
1850,11468.7
1851,11470.7
1852,11470.8
1853,11470.9
1854,11471.7
1855,11472.2
1856,11472.4
1857,11472.4
1858,11473.0
1859,11473.4
1860,11473.4
1861,11473.4
1862,11474.9
1863,11474.9
1864,11475.0
1865,11476.7
1866,11477.8
1867,11478.2
1868,11479.8
1869,11480.0
1870,11481.0
